"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","Extra-nuclear estrogen signaling","0.39%","69","8945","76","11494","6.80e-3","3.72e-2","1.17","1.00e+0","3.08e-2","2.56e-3"
"REACTOME_PATHWAY","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","0.20%","35","8945","36","11494","7.41e-3","4.00e-2","1.25","1.00e+0","3.32e-2","1.34e-3"
"REACTOME_PATHWAY","Transport of the SLBP Dependant Mature mRNA","0.20%","35","8945","36","11494","7.41e-3","4.00e-2","1.25","1.00e+0","3.32e-2","1.34e-3"
"REACTOME_PATHWAY","RAF activation","0.20%","35","8945","36","11494","7.41e-3","4.00e-2","1.25","1.00e+0","3.32e-2","1.34e-3"
"REACTOME_PATHWAY","RHO GTPases Activate WASPs and WAVEs","0.20%","35","8945","36","11494","7.41e-3","4.00e-2","1.25","1.00e+0","3.32e-2","1.34e-3"
"REACTOME_PATHWAY","Signaling by high-kinase activity BRAF mutants","0.20%","35","8945","36","11494","7.41e-3","4.00e-2","1.25","1.00e+0","3.32e-2","1.34e-3"
"REACTOME_PATHWAY","Nuclear Pore Complex (NPC) Disassembly","0.20%","35","8945","36","11494","7.41e-3","4.00e-2","1.25","1.00e+0","3.32e-2","1.34e-3"
"REACTOME_PATHWAY","RND2 GTPase cycle","0.23%","41","8945","43","11494","7.62e-3","4.09e-2","1.23","1.00e+0","3.39e-2","1.77e-3"
"REACTOME_PATHWAY","Signaling by SCF-KIT","0.23%","41","8945","43","11494","7.62e-3","4.09e-2","1.23","1.00e+0","3.39e-2","1.77e-3"
"REACTOME_PATHWAY","Signaling by RAF1 mutants","0.23%","41","8945","43","11494","7.62e-3","4.09e-2","1.23","1.00e+0","3.39e-2","1.77e-3"
"REACTOME_PATHWAY","FLT3 signaling in disease","0.16%","28","8945","28","11494","7.95e-3","4.22e-2","1.28","1.00e+0","3.49e-2","8.85e-4"
"REACTOME_PATHWAY","RNA Polymerase III Transcription Initiation From Type 1 Promoter","0.16%","28","8945","28","11494","7.95e-3","4.22e-2","1.28","1.00e+0","3.49e-2","8.85e-4"
"REACTOME_PATHWAY","Budding and maturation of HIV virion","0.16%","28","8945","28","11494","7.95e-3","4.22e-2","1.28","1.00e+0","3.49e-2","8.85e-4"
"REACTOME_PATHWAY","RNA Polymerase III Transcription Initiation From Type 3 Promoter","0.16%","28","8945","28","11494","7.95e-3","4.22e-2","1.28","1.00e+0","3.49e-2","8.85e-4"
"REACTOME_PATHWAY","Processing of Capped Intronless Pre-mRNA","0.16%","28","8945","28","11494","7.95e-3","4.22e-2","1.28","1.00e+0","3.49e-2","8.85e-4"
"REACTOME_PATHWAY","Pyroptosis","0.16%","28","8945","28","11494","7.95e-3","4.22e-2","1.28","1.00e+0","3.49e-2","8.85e-4"
"REACTOME_PATHWAY","Fatty acid metabolism","0.85%","151","8945","176","11494","8.69e-3","4.60e-2","1.10","1.00e+0","3.81e-2","4.97e-3"
"REACTOME_PATHWAY","Rev-mediated nuclear export of HIV RNA","0.19%","34","8945","35","11494","9.05e-3","4.77e-2","1.25","1.00e+0","3.95e-2","1.68e-3"
"REACTOME_PATHWAY","SUMOylation of SUMOylation proteins","0.19%","34","8945","35","11494","9.05e-3","4.77e-2","1.25","1.00e+0","3.95e-2","1.68e-3"
"REACTOME_PATHWAY","Transport of the SLBP independent Mature mRNA","0.19%","34","8945","35","11494","9.05e-3","4.77e-2","1.25","1.00e+0","3.95e-2","1.68e-3"
"REACTOME_PATHWAY","RND1 GTPase cycle","0.23%","40","8945","42","11494","9.18e-3","4.82e-2","1.22","1.00e+0","4.00e-2","2.18e-3"
"REACTOME_PATHWAY","Chromatin modifying enzymes","1.31%","231","8945","275","11494","9.60e-3","5.02e-2","1.08","1.00e+0","4.16e-2","6.28e-3"
"REACTOME_PATHWAY","Chromatin organization","1.31%","231","8945","275","11494","9.60e-3","5.02e-2","1.08","1.00e+0","4.16e-2","6.28e-3"
"REACTOME_PATHWAY","Cholesterol biosynthesis","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","Syndecan interactions","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","RNA Polymerase III Transcription Initiation From Type 2 Promoter","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","Cell recruitment (pro-inflammatory response)","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","Integrin signaling","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","Purinergic signaling in leishmaniasis infection","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","RNA Pol II CTD phosphorylation and interaction with CE","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","CD28 dependent PI3K/Akt signaling","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","G0 and Early G1","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","RNA Pol II CTD phosphorylation and interaction with CE during HIV infection","0.15%","27","8945","27","11494","9.89e-3","5.08e-2","1.28","1.00e+0","4.21e-2","1.14e-3"
"REACTOME_PATHWAY","Complex IV assembly","0.25%","45","8945","48","11494","1.05e-2","5.34e-2","1.20","1.00e+0","4.42e-2","2.96e-3"
"REACTOME_PATHWAY","Intra-Golgi traffic","0.25%","45","8945","48","11494","1.05e-2","5.34e-2","1.20","1.00e+0","4.42e-2","2.96e-3"
"REACTOME_PATHWAY","Signaling by NOTCH3","0.25%","45","8945","48","11494","1.05e-2","5.34e-2","1.20","1.00e+0","4.42e-2","2.96e-3"
"REACTOME_PATHWAY","Signaling by WNT","1.51%","267","8945","320","11494","1.05e-2","5.37e-2","1.07","1.00e+0","4.45e-2","7.18e-3"
"REACTOME_PATHWAY","Vpr-mediated nuclear import of PICs","0.19%","33","8945","34","11494","1.10e-2","5.58e-2","1.25","1.00e+0","4.62e-2","2.10e-3"
"REACTOME_PATHWAY","Export of Viral Ribonucleoproteins from Nucleus","0.19%","33","8945","34","11494","1.10e-2","5.58e-2","1.25","1.00e+0","4.62e-2","2.10e-3"
"REACTOME_PATHWAY","Nuclear import of Rev protein","0.19%","33","8945","34","11494","1.10e-2","5.58e-2","1.25","1.00e+0","4.62e-2","2.10e-3"
"REACTOME_PATHWAY","Late endosomal microautophagy","0.19%","33","8945","34","11494","1.10e-2","5.58e-2","1.25","1.00e+0","4.62e-2","2.10e-3"
"REACTOME_PATHWAY","Complement cascade","0.61%","108","8945","124","11494","1.17e-2","5.88e-2","1.12","1.00e+0","4.88e-2","6.05e-3"
"REACTOME_PATHWAY","ABC-family proteins mediated transport","0.45%","80","8945","90","11494","1.17e-2","5.88e-2","1.14","1.00e+0","4.88e-2","5.23e-3"
"REACTOME_PATHWAY","Cytoprotection by HMOX1","0.31%","55","8945","60","11494","1.19e-2","5.96e-2","1.18","1.00e+0","4.94e-2","4.15e-3"
"REACTOME_PATHWAY","Polymerase switching on the C-strand of the telomere","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","Gap-filling DNA repair synthesis and ligation in GG-NER","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","Sema4D in semaphorin signaling","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","TRAF6 mediated NF-kB activation","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","APC-Cdc20 mediated degradation of Nek2A","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","Resolution of AP sites via the multiple-nucleotide patch replacement pathway","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","FGFR2 alternative splicing","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","Constitutive Signaling by AKT1 E17K in Cancer","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","Downregulation of TGF-beta receptor signaling","0.15%","26","8945","26","11494","1.23e-2","6.08e-2","1.28","1.00e+0","5.04e-2","1.46e-3"
"REACTOME_PATHWAY","MAP2K and MAPK activation","0.22%","38","8945","40","11494","1.33e-2","6.54e-2","1.22","1.00e+0","5.42e-2","3.30e-3"
"REACTOME_PATHWAY","Regulation of pyruvate metabolism","0.18%","32","8945","33","11494","1.35e-2","6.59e-2","1.25","1.00e+0","5.46e-2","2.63e-3"
"REACTOME_PATHWAY","Activation of the pre-replicative complex","0.18%","32","8945","33","11494","1.35e-2","6.59e-2","1.25","1.00e+0","5.46e-2","2.63e-3"
"REACTOME_PATHWAY","Pausing and recovery of HIV elongation","0.18%","32","8945","33","11494","1.35e-2","6.59e-2","1.25","1.00e+0","5.46e-2","2.63e-3"
"REACTOME_PATHWAY","HIV elongation arrest and recovery","0.18%","32","8945","33","11494","1.35e-2","6.59e-2","1.25","1.00e+0","5.46e-2","2.63e-3"
"REACTOME_PATHWAY","Synthesis of substrates in N-glycan biosythesis","0.33%","59","8945","65","11494","1.41e-2","6.87e-2","1.17","1.00e+0","5.69e-2","5.37e-3"
"REACTOME_PATHWAY","ABC transporter disorders","0.33%","59","8945","65","11494","1.41e-2","6.87e-2","1.17","1.00e+0","5.69e-2","5.37e-3"
"REACTOME_PATHWAY","Diseases of metabolism","1.28%","226","8945","270","11494","1.43e-2","6.98e-2","1.08","1.00e+0","5.78e-2","9.55e-3"
"REACTOME_PATHWAY","UCH proteinases","0.44%","78","8945","88","11494","1.52e-2","7.32e-2","1.14","1.00e+0","6.06e-2","6.94e-3"
"REACTOME_PATHWAY","Sphingolipid metabolism","0.52%","92","8945","105","11494","1.52e-2","7.32e-2","1.13","1.00e+0","6.06e-2","7.55e-3"
"REACTOME_PATHWAY","Transcriptional regulation by RUNX1","1.09%","192","8945","228","11494","1.52e-2","7.32e-2","1.08","1.00e+0","6.06e-2","9.79e-3"
"REACTOME_PATHWAY","Inactivation of CSF3 (G-CSF) signaling","0.14%","25","8945","25","11494","1.53e-2","7.32e-2","1.28","1.00e+0","6.06e-2","1.88e-3"
"REACTOME_PATHWAY","Cyclin A/B1/B2 associated events during G2/M transition","0.14%","25","8945","25","11494","1.53e-2","7.32e-2","1.28","1.00e+0","6.06e-2","1.88e-3"
"REACTOME_PATHWAY","mTORC1-mediated signalling","0.14%","25","8945","25","11494","1.53e-2","7.32e-2","1.28","1.00e+0","6.06e-2","1.88e-3"
"REACTOME_PATHWAY","TNFR1-induced proapoptotic signaling","0.14%","25","8945","25","11494","1.53e-2","7.32e-2","1.28","1.00e+0","6.06e-2","1.88e-3"
"REACTOME_PATHWAY","Postmitotic nuclear pore complex (NPC) reformation","0.14%","25","8945","25","11494","1.53e-2","7.32e-2","1.28","1.00e+0","6.06e-2","1.88e-3"
"REACTOME_PATHWAY","Deadenylation of mRNA","0.14%","25","8945","25","11494","1.53e-2","7.32e-2","1.28","1.00e+0","6.06e-2","1.88e-3"
"REACTOME_PATHWAY","RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known","0.21%","37","8945","39","11494","1.59e-2","7.60e-2","1.22","1.00e+0","6.30e-2","4.05e-3"
"REACTOME_PATHWAY","MHC class II antigen presentation","0.65%","114","8945","132","11494","1.63e-2","7.74e-2","1.11","1.00e+0","6.41e-2","8.91e-3"
"REACTOME_PATHWAY","PINK1-PRKN Mediated Mitophagy","0.18%","31","8945","32","11494","1.64e-2","7.74e-2","1.24","1.00e+0","6.41e-2","3.29e-3"
"REACTOME_PATHWAY","PERK regulates gene expression","0.18%","31","8945","32","11494","1.64e-2","7.74e-2","1.24","1.00e+0","6.41e-2","3.29e-3"
"REACTOME_PATHWAY","RNA Polymerase I Transcription Termination","0.18%","31","8945","32","11494","1.64e-2","7.74e-2","1.24","1.00e+0","6.41e-2","3.29e-3"
"REACTOME_PATHWAY","NEP/NS2 Interacts with the Cellular Export Machinery","0.18%","31","8945","32","11494","1.64e-2","7.74e-2","1.24","1.00e+0","6.41e-2","3.29e-3"
"REACTOME_PATHWAY","Transport of Ribonucleoproteins into the Host Nucleus","0.18%","31","8945","32","11494","1.64e-2","7.74e-2","1.24","1.00e+0","6.41e-2","3.29e-3"
"REACTOME_PATHWAY","Golgi-to-ER retrograde transport","0.69%","122","8945","142","11494","1.77e-2","8.36e-2","1.10","1.00e+0","6.93e-2","1.00e-2"
"REACTOME_PATHWAY","Homology Directed Repair","0.69%","122","8945","142","11494","1.77e-2","8.36e-2","1.10","1.00e+0","6.93e-2","1.00e-2"
"REACTOME_PATHWAY","Non-integrin membrane-ECM interactions","0.41%","72","8945","81","11494","1.78e-2","8.38e-2","1.14","1.00e+0","6.94e-2","7.99e-3"
"REACTOME_PATHWAY","Bacterial Infection Pathways","0.38%","67","8945","75","11494","1.83e-2","8.60e-2","1.15","1.00e+0","7.12e-2","7.92e-3"
"REACTOME_PATHWAY","Signaling by ERBB2","0.27%","47","8945","51","11494","1.84e-2","8.61e-2","1.18","1.00e+0","7.14e-2","6.20e-3"
"REACTOME_PATHWAY","Peroxisomal protein import","0.32%","57","8945","63","11494","1.89e-2","8.80e-2","1.16","1.00e+0","7.29e-2","7.41e-3"
"REACTOME_PATHWAY","Complex III assembly","0.14%","24","8945","24","11494","1.90e-2","8.80e-2","1.28","1.00e+0","7.29e-2","2.42e-3"
"REACTOME_PATHWAY","IKK complex recruitment mediated by RIP1","0.14%","24","8945","24","11494","1.90e-2","8.80e-2","1.28","1.00e+0","7.29e-2","2.42e-3"
"REACTOME_PATHWAY","Cytosolic tRNA aminoacylation","0.14%","24","8945","24","11494","1.90e-2","8.80e-2","1.28","1.00e+0","7.29e-2","2.42e-3"
"REACTOME_PATHWAY","MicroRNA (miRNA) biogenesis","0.14%","24","8945","24","11494","1.90e-2","8.80e-2","1.28","1.00e+0","7.29e-2","2.42e-3"
"REACTOME_PATHWAY","APC/C:Cdc20 mediated degradation of Cyclin B","0.14%","24","8945","24","11494","1.90e-2","8.80e-2","1.28","1.00e+0","7.29e-2","2.42e-3"
"REACTOME_PATHWAY","Maturation of spike protein","0.20%","36","8945","38","11494","1.90e-2","8.80e-2","1.22","1.00e+0","7.29e-2","4.97e-3"
"REACTOME_PATHWAY","Association of TriC/CCT with target proteins during biosynthesis","0.20%","36","8945","38","11494","1.90e-2","8.80e-2","1.22","1.00e+0","7.29e-2","4.97e-3"
"REACTOME_PATHWAY","RIPK1-mediated regulated necrosis","0.17%","30","8945","31","11494","1.99e-2","9.07e-2","1.24","1.00e+0","7.52e-2","4.11e-3"
"REACTOME_PATHWAY","Regulation of TP53 Activity through Acetylation","0.17%","30","8945","31","11494","1.99e-2","9.07e-2","1.24","1.00e+0","7.52e-2","4.11e-3"
"REACTOME_PATHWAY","Tat-mediated HIV elongation arrest and recovery","0.17%","30","8945","31","11494","1.99e-2","9.07e-2","1.24","1.00e+0","7.52e-2","4.11e-3"
"REACTOME_PATHWAY","MAPK targets/ Nuclear events mediated by MAP kinases","0.17%","30","8945","31","11494","1.99e-2","9.07e-2","1.24","1.00e+0","7.52e-2","4.11e-3"
"REACTOME_PATHWAY","Pausing and recovery of Tat-mediated HIV elongation","0.17%","30","8945","31","11494","1.99e-2","9.07e-2","1.24","1.00e+0","7.52e-2","4.11e-3"
"REACTOME_PATHWAY","Regulation of necroptotic cell death","0.17%","30","8945","31","11494","1.99e-2","9.07e-2","1.24","1.00e+0","7.52e-2","4.11e-3"
"REACTOME_PATHWAY","Downregulation of SMAD2/3:SMAD4 transcriptional activity","0.17%","30","8945","31","11494","1.99e-2","9.07e-2","1.24","1.00e+0","7.52e-2","4.11e-3"
"REACTOME_PATHWAY","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","0.66%","116","8945","135","11494","2.09e-2","9.54e-2","1.10","1.00e+0","7.90e-2","1.18e-2"
"REACTOME_PATHWAY","Chaperonin-mediated protein folding","0.45%","80","8945","91","11494","2.12e-2","9.65e-2","1.13","1.00e+0","7.99e-2","1.03e-2"
"REACTOME_PATHWAY","Inositol phosphate metabolism","0.26%","46","8945","50","11494","2.15e-2","9.78e-2","1.18","1.00e+0","8.10e-2","7.40e-3"
"REACTOME_PATHWAY","Resolution of D-Loop Structures","0.20%","35","8945","37","11494","2.27e-2","1.03e-1","1.22","1.00e+0","8.51e-2","6.08e-3"
"REACTOME_PATHWAY","Molecules associated with elastic fibres","0.20%","35","8945","37","11494","2.27e-2","1.03e-1","1.22","1.00e+0","8.51e-2","6.08e-3"
"REACTOME_PATHWAY","Lysosome Vesicle Biogenesis","0.20%","35","8945","37","11494","2.27e-2","1.03e-1","1.22","1.00e+0","8.51e-2","6.08e-3"
"REACTOME_PATHWAY","RHOBTB2 GTPase cycle","0.13%","23","8945","23","11494","2.35e-2","1.05e-1","1.28","1.00e+0","8.72e-2","3.11e-3"
"REACTOME_PATHWAY","activated TAK1 mediates p38 MAPK activation","0.13%","23","8945","23","11494","2.35e-2","1.05e-1","1.28","1.00e+0","8.72e-2","3.11e-3"
"REACTOME_PATHWAY","RNA Polymerase III Transcription Termination","0.13%","23","8945","23","11494","2.35e-2","1.05e-1","1.28","1.00e+0","8.72e-2","3.11e-3"
"REACTOME_PATHWAY","RHOBTB1 GTPase cycle","0.13%","23","8945","23","11494","2.35e-2","1.05e-1","1.28","1.00e+0","8.72e-2","3.11e-3"
"REACTOME_PATHWAY","Abortive elongation of HIV-1 transcript in the absence of Tat","0.13%","23","8945","23","11494","2.35e-2","1.05e-1","1.28","1.00e+0","8.72e-2","3.11e-3"
"REACTOME_PATHWAY","Homologous DNA Pairing and Strand Exchange","0.23%","40","8945","43","11494","2.44e-2","1.09e-1","1.20","1.00e+0","9.04e-2","7.65e-3"
"REACTOME_PATHWAY","RAB geranylgeranylation","0.34%","60","8945","67","11494","2.46e-2","1.10e-1","1.15","1.00e+0","9.11e-2","1.05e-2"
"REACTOME_PATHWAY","Signaling by PTK6","0.28%","50","8945","55","11494","2.53e-2","1.13e-1","1.17","1.00e+0","9.35e-2","9.64e-3"
"REACTOME_PATHWAY","Signaling by Non-Receptor Tyrosine Kinases","0.28%","50","8945","55","11494","2.53e-2","1.13e-1","1.17","1.00e+0","9.35e-2","9.64e-3"
"REACTOME_PATHWAY","Resolution of D-loop Structures through Holliday Junction Intermediates","0.19%","34","8945","36","11494","2.71e-2","1.20e-1","1.21","1.00e+0","9.97e-2","7.44e-3"
"REACTOME_PATHWAY","GPVI-mediated activation cascade","0.19%","34","8945","36","11494","2.71e-2","1.20e-1","1.21","1.00e+0","9.97e-2","7.44e-3"
"REACTOME_PATHWAY","Deactivation of the beta-catenin transactivating complex","0.22%","39","8945","42","11494","2.87e-2","1.27e-1","1.19","1.00e+0","1.05e-1","9.21e-3"
"REACTOME_PATHWAY","RND3 GTPase cycle","0.22%","39","8945","42","11494","2.87e-2","1.27e-1","1.19","1.00e+0","1.05e-1","9.21e-3"
"REACTOME_PATHWAY","MET promotes cell motility","0.22%","39","8945","42","11494","2.87e-2","1.27e-1","1.19","1.00e+0","1.05e-1","9.21e-3"
"REACTOME_PATHWAY","EPHB-mediated forward signaling","0.22%","39","8945","42","11494","2.87e-2","1.27e-1","1.19","1.00e+0","1.05e-1","9.21e-3"
"REACTOME_PATHWAY","E2F mediated regulation of DNA replication","0.12%","22","8945","22","11494","2.91e-2","1.27e-1","1.28","1.00e+0","1.05e-1","4.00e-3"
"REACTOME_PATHWAY","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","0.12%","22","8945","22","11494","2.91e-2","1.27e-1","1.28","1.00e+0","1.05e-1","4.00e-3"
"REACTOME_PATHWAY","Inflammasomes","0.12%","22","8945","22","11494","2.91e-2","1.27e-1","1.28","1.00e+0","1.05e-1","4.00e-3"
"REACTOME_PATHWAY","Regulation of signaling by CBL","0.12%","22","8945","22","11494","2.91e-2","1.27e-1","1.28","1.00e+0","1.05e-1","4.00e-3"
"REACTOME_PATHWAY","Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells","0.16%","28","8945","29","11494","2.91e-2","1.27e-1","1.24","1.00e+0","1.05e-1","6.39e-3"
"REACTOME_PATHWAY","VEGFR2 mediated vascular permeability","0.16%","28","8945","29","11494","2.91e-2","1.27e-1","1.24","1.00e+0","1.05e-1","6.39e-3"
"REACTOME_PATHWAY","Energy dependent regulation of mTOR by LKB1-AMPK","0.16%","28","8945","29","11494","2.91e-2","1.27e-1","1.24","1.00e+0","1.05e-1","6.39e-3"
"REACTOME_PATHWAY","DAP12 signaling","0.16%","28","8945","29","11494","2.91e-2","1.27e-1","1.24","1.00e+0","1.05e-1","6.39e-3"
"REACTOME_PATHWAY","G1/S-Specific Transcription","0.16%","28","8945","29","11494","2.91e-2","1.27e-1","1.24","1.00e+0","1.05e-1","6.39e-3"
"REACTOME_PATHWAY","Glycolysis","0.38%","68","8945","77","11494","2.97e-2","1.29e-1","1.13","1.00e+0","1.07e-1","1.40e-2"
"REACTOME_PATHWAY","High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells","0.36%","63","8945","71","11494","3.10e-2","1.34e-1","1.14","1.00e+0","1.11e-1","1.42e-2"
"REACTOME_PATHWAY","Impaired BRCA2 binding to RAD51","0.19%","33","8945","35","11494","3.23e-2","1.39e-1","1.21","1.00e+0","1.16e-1","9.08e-3"
"REACTOME_PATHWAY","Respiratory Syncytial Virus Infection Pathway","0.58%","103","8945","120","11494","3.23e-2","1.39e-1","1.10","1.00e+0","1.16e-1","1.84e-2"
"REACTOME_PATHWAY","Formation of paraxial mesoderm","0.30%","53","8945","59","11494","3.32e-2","1.43e-1","1.15","1.00e+0","1.19e-1","1.39e-2"
"REACTOME_PATHWAY","Nuclear Envelope (NE) Reassembly","0.38%","67","8945","76","11494","3.36e-2","1.45e-1","1.13","1.00e+0","1.20e-1","1.61e-2"
"REACTOME_PATHWAY","Defective homologous recombination repair (HRR) due to BRCA2 loss of function","0.22%","38","8945","41","11494","3.38e-2","1.45e-1","1.19","1.00e+0","1.20e-1","1.11e-2"
"REACTOME_PATHWAY","Diseases of DNA Double-Strand Break Repair","0.22%","38","8945","41","11494","3.38e-2","1.45e-1","1.19","1.00e+0","1.20e-1","1.11e-2"
"REACTOME_PATHWAY","Protein folding","0.48%","85","8945","98","11494","3.39e-2","1.45e-1","1.11","1.00e+0","1.20e-1","1.80e-2"
"REACTOME_PATHWAY","Interleukin-10 signaling","0.24%","43","8945","47","11494","3.42e-2","1.46e-1","1.18","1.00e+0","1.21e-1","1.25e-2"
"REACTOME_PATHWAY","Infection with Mycobacterium tuberculosis","0.15%","27","8945","28","11494","3.52e-2","1.50e-1","1.24","1.00e+0","1.24e-1","7.97e-3"
"REACTOME_PATHWAY","Synthesis of IP3 and IP4 in the cytosol","0.15%","27","8945","28","11494","3.52e-2","1.50e-1","1.24","1.00e+0","1.24e-1","7.97e-3"
"REACTOME_PATHWAY","PCNA-Dependent Long Patch Base Excision Repair","0.12%","21","8945","21","11494","3.59e-2","1.51e-1","1.28","1.00e+0","1.25e-1","5.14e-3"
"REACTOME_PATHWAY","Mitochondrial tRNA aminoacylation","0.12%","21","8945","21","11494","3.59e-2","1.51e-1","1.28","1.00e+0","1.25e-1","5.14e-3"
"REACTOME_PATHWAY","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain","0.12%","21","8945","21","11494","3.59e-2","1.51e-1","1.28","1.00e+0","1.25e-1","5.14e-3"
"REACTOME_PATHWAY","Sema4D induced cell migration and growth-cone collapse","0.12%","21","8945","21","11494","3.59e-2","1.51e-1","1.28","1.00e+0","1.25e-1","5.14e-3"
"REACTOME_PATHWAY","Inactivation of APC/C via direct inhibition of the APC/C complex","0.12%","21","8945","21","11494","3.59e-2","1.51e-1","1.28","1.00e+0","1.25e-1","5.14e-3"
"REACTOME_PATHWAY","Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components","0.12%","21","8945","21","11494","3.59e-2","1.51e-1","1.28","1.00e+0","1.25e-1","5.14e-3"
"REACTOME_PATHWAY","Branched-chain amino acid catabolism","0.12%","21","8945","21","11494","3.59e-2","1.51e-1","1.28","1.00e+0","1.25e-1","5.14e-3"
"REACTOME_PATHWAY","Glycosaminoglycan metabolism","0.62%","110","8945","129","11494","3.78e-2","1.59e-1","1.10","1.00e+0","1.32e-1","2.24e-2"
"REACTOME_PATHWAY","DNA Replication","0.88%","156","8945","186","11494","3.80e-2","1.59e-1","1.08","1.00e+0","1.32e-1","2.49e-2"
"REACTOME_PATHWAY","Signaling by WNT in cancer","0.18%","32","8945","34","11494","3.83e-2","1.61e-1","1.21","1.00e+0","1.33e-1","1.11e-2"
"REACTOME_PATHWAY","Presynaptic phase of homologous DNA pairing and strand exchange","0.21%","37","8945","40","11494","3.96e-2","1.66e-1","1.19","1.00e+0","1.37e-1","1.33e-2"
"REACTOME_PATHWAY","Fanconi Anemia Pathway","0.21%","37","8945","40","11494","3.96e-2","1.66e-1","1.19","1.00e+0","1.37e-1","1.33e-2"
"REACTOME_PATHWAY","Calnexin/calreticulin cycle","0.15%","26","8945","27","11494","4.24e-2","1.77e-1","1.24","1.00e+0","1.46e-1","9.92e-3"
"REACTOME_PATHWAY","ATF4 activates genes in response to endoplasmic reticulum  stress","0.15%","26","8945","27","11494","4.24e-2","1.77e-1","1.24","1.00e+0","1.46e-1","9.92e-3"
"REACTOME_PATHWAY","Phosphorylation of the APC/C","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Diseases associated with N-glycosylation of proteins","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Apoptotic factor-mediated response","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Formation of ATP by chemiosmotic coupling","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Signaling by PDGFR in disease","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","RHO GTPases activate CIT","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
